iteracion  mejor_solucion    distancia_euclidiana                 distancia_hamming
0         24.938284274795826        0.0                                 0
1         24.92166347475203        0.0                                 0
2         24.92166347475203        0.0                                 0
3         24.711423248068627        0.0                                 0
4         24.705249978968876        0.0                                 0
5         24.705249978968876        0.0                                 0
6         25.327329398807514        0.0                                 0
7         25.243876358032477        0.0                                 0
8         25.243876358032477        0.0                                 0
9         25.030180946393052        0.0                                 0
10         25.030180946393052        0.0                                 0
11         25.097274284143552        0.0                                 0
12         25.0987658236276        0.0                                 0
13         25.190649213752994        0.0                                 0
14         25.502407299433592        0.0                                 0
15         25.50289373967172        0.0                                 0
16         25.08351711148744        0.0                                 0
17         25.08210812755918        0.0                                 0
18         25.08210812755918        0.0                                 0
19         24.732491072956904        0.0                                 0
20         24.732491072956904        0.0                                 0
21         24.78678032152532        0.0                                 0
22         24.787648901958228        0.0                                 0
23         24.85650221139715        0.0                                 0
24         25.72838467054906        0.0                                 0
25         27.957420513051225        0.0                                 0
26         30.430725746525404        0.0                                 0
27         30.468232594191086        0.0                                 0
28         32.98901988694996        0.0                                 0
29         33.59517453600962        0.0                                 0
30         33.1885251148284        0.0                                 0
31         31.680168253434495        0.0                                 0
32         30.86101941097283        0.0                                 0
33         30.811003898278322        0.0                                 0
34         30.811003898278322        0.0                                 0
35         30.66717038203251        0.0                                 0
36         30.66717038203251        0.0                                 0
37         30.659931063408088        0.0                                 0
38         30.520940236962417        0.0                                 0
39         30.519241811258414        0.0                                 0
40         29.22409684646319        0.0                                 0
41         29.22409684646319        0.0                                 0
42         29.8394600307126        0.0                                 0
43         31.93939887003426        0.0                                 0
44         31.93939887003426        0.0                                 0
45         31.980012539005486        0.0                                 0
46         34.94503059243835        0.0                                 0
47         33.59157367142472        0.0                                 0
48         33.49892977636914        0.0                                 0
49         31.63054627580151        0.0                                 0
50         30.28623943104208        0.0                                 0
51         29.02149580728922        0.0                                 0
52         28.869218667140206        0.0                                 0
53         26.27265979016385        0.0                                 0
54         24.806026096470084        0.0                                 0
55         24.51231265686451        0.0                                 0
56         24.291270078064727        0.0                                 0
57         23.821933988572837        0.0                                 0
58         23.821933988572837        0.0                                 0
